"12:05:26.974> RXADXL1:0.03,1.06,-0.03|ADXL2:0.00,0.97,-0.06|AN:44|AN:157"
"12:05:26.985> RXADXL1:0.03,1.03,0.00|ADXL2:-0.03,1.09,0.00|AN:75|AN:89"
"12:05:26.992> RXADXL1:0.00,1.03,0.00|ADXL2:0.06,0.97,-0.06|AN:61|AN:104"
"12:05:27.003> RXADXL1:0.03,1.00,-0.03|ADXL2:0.00,1.00,0.00|AN:84|AN:87"
"12:05:27.015> RXADXL1:0.03,1.06,-0.03|ADXL2:0.00,1.03,-0.03|AN:52|AN:149"
"12:05:27.023> RXADXL1:0.03,1.03,-0.03|ADXL2:0.00,1.03,0.00|AN:87|AN:179"
"12:05:27.032> RXADXL1:0.03,1.00,-0.03|ADXL2:0.06,1.00,-0.09|AN:61|AN:135"
"12:05:27.046> RXADXL1:0.00,1.03,0.00|ADXL2:0.03,1.00,-0.03|AN:89|AN:137"
"12:05:27.054> RXADXL1:0.03,1.03,-0.06|ADXL2:0.00,1.03,-0.03|AN:61|AN:104"
"12:05:27.063> RXADXL1:0.03,1.03,0.00|ADXL2:0.00,1.03,-0.03|AN:85|AN:156"
"12:05:27.076> RXADXL1:0.03,1.00,-0.03|ADXL2:0.03,1.03,-0.06|AN:57|AN:181"
"12:05:27.083> RXADXL1:0.03,1.03,-0.03|ADXL2:0.03,1.03,-0.03|AN:91|AN:95"
"12:05:27.094> RXADXL1:0.03,1.03,-0.06|ADXL2:0.03,1.03,-0.06|AN:60|AN:166"
"12:05:27.110> RXADXL1:0.00,1.00,-0.03|ADXL2:0.03,0.97,-0.09|AN:83|AN:107"
"12:05:27.114> RXADXL1:0.03,1.03,-0.06|ADXL2:0.00,0.94,-0.06|AN:59|AN:156"
"12:05:27.123> RXADXL1:0.03,1.00,-0.03|ADXL2:0.00,0.97,-0.03|AN:86|AN:111"
"12:05:27.136> RXADXL1:0.03,1.06,-0.06|ADXL2:0.03,1.03,-0.12|AN:58|AN:143"
"12:05:27.144> RXADXL1:0.03,1.00,-0.03|ADXL2:0.00,1.00,-0.09|AN:89|AN:157"
"12:05:27.153> RXADXL1:0.03,1.03,-0.03|ADXL2:0.06,1.03,-0.09|AN:73|AN:99"
"12:05:27.167> RXADXL1:0.03,1.00,0.00|ADXL2:0.00,1.03,-0.09|AN:87|AN:117"
