timestamp,ADXL1_x,ADXL1_y,ADXL1_z,ADXL2_x,ADXL2_y,ADXL2_z,AN1,AN2
14:36:59.092,0.03,1.03,0.0,0.0,1.0,-0.06,105,103
14:36:59.097,0.03,1.03,-0.03,0.03,1.0,-0.06,69,115
14:36:59.105,0.03,1.03,-0.03,0.0,1.0,-0.06,101,101
14:36:59.136,0.03,1.03,0.0,0.0,1.0,-0.06,71,109
14:36:59.139,0.03,1.03,-0.03,0.03,1.0,-0.06,98,107
14:36:59.139,0.03,1.03,-0.03,0.03,1.0,-0.06,69,116
14:36:59.151,0.03,1.03,-0.03,0.0,1.0,-0.06,93,103
14:36:59.159,0.03,1.03,-0.03,0.0,1.0,-0.06,75,116
14:36:59.169,0.03,1.03,-0.03,0.0,1.0,-0.06,98,105
14:36:59.187,0.03,1.03,-0.03,0.0,1.0,-0.06,61,106
14:36:59.190,0.03,1.0,-0.03,0.03,1.0,-0.06,93,113
14:36:59.212,0.03,1.03,-0.03,0.03,1.0,-0.03,77,109
14:36:59.224,0.03,1.03,-0.03,0.0,1.0,-0.06,93,101
14:36:59.224,0.03,1.03,-0.03,0.0,1.0,-0.06,61,115
14:36:59.226,0.03,1.03,-0.03,0.0,1.0,-0.06,100,103
14:36:59.245,0.03,1.03,-0.03,0.0,1.0,-0.06,64,108
14:36:59.261,0.03,1.0,-0.03,0.0,1.0,-0.06,88,91
14:36:59.261,0.03,1.03,-0.03,0.03,1.0,-0.06,70,110
14:36:59.272,0.03,1.03,-0.03,0.03,1.0,-0.03,88,94
14:36:59.281,0.03,1.03,-0.03,0.03,1.0,-0.06,75,105
14:36:59.285,0.03,1.03,-0.03,0.03,1.0,-0.06,95,104
14:36:59.311,0.03,1.03,-0.03,0.0,1.0,-0.06,70,104
14:36:59.311,0.03,1.03,-0.03,0.0,1.0,-0.03,99,96
14:36:59.366,0.03,1.03,-0.03,0.0,1.0,-0.06,69,110
14:36:59.366,0.03,1.03,-0.03,0.03,1.03,-0.06,91,105
14:36:59.366,0.03,1.03,-0.03,0.0,1.0,-0.06,74,109
14:36:59.366,0.03,1.03,-0.03,0.0,1.0,-0.06,99,91
14:36:59.366,0.03,1.03,-0.03,0.03,1.0,-0.06,61,118
14:36:59.385,0.03,1.03,-0.03,0.0,0.97,-0.06,99,83
14:36:59.385,0.03,1.03,-0.03,0.03,1.0,-0.06,68,110
14:36:59.388,0.03,1.03,-0.03,0.0,1.0,-0.06,92,118
14:36:59.397,0.03,1.03,-0.03,0.0,1.0,-0.06,84,111
14:36:59.406,0.03,1.03,-0.03,0.03,1.0,-0.06,88,102
14:36:59.421,0.03,1.03,-0.03,0.0,1.0,-0.06,68,109
14:36:59.445,0.03,1.03,-0.03,0.0,1.0,-0.06,97,105
14:36:59.445,0.03,1.03,-0.03,0.0,1.0,-0.06,71,101
14:36:59.446,0.03,1.03,-0.03,0.0,1.0,-0.06,101,99
14:36:59.455,0.03,1.03,-0.03,0.0,1.0,-0.06,71,111
14:36:59.465,0.03,1.03,-0.03,0.03,1.0,-0.06,94,107
14:36:59.475,0.03,1.03,-0.03,0.03,1.0,-0.06,73,111
14:36:59.486,0.03,1.03,-0.03,0.03,1.0,-0.06,99,91
14:36:59.496,0.03,1.03,-0.03,0.0,1.0,-0.06,75,111
14:36:59.506,0.03,1.03,-0.03,0.0,1.0,-0.06,93,105
14:36:59.516,0.03,1.0,-0.03,0.03,1.0,-0.06,70,122
14:36:59.526,0.03,1.03,-0.03,0.03,1.0,-0.06,87,109
14:36:59.539,0.03,1.03,-0.03,0.03,1.0,-0.06,62,123
14:36:59.578,0.03,1.03,-0.03,0.03,1.0,-0.06,99,99
14:36:59.579,0.03,1.03,0.0,0.0,1.0,-0.03,71,105
14:36:59.579,0.03,1.03,-0.03,0.03,1.0,-0.06,91,101
14:36:59.579,0.03,1.03,-0.03,0.0,1.03,-0.06,48,111
14:36:59.587,0.03,1.0,-0.03,0.03,1.0,-0.06,99,95
14:36:59.599,0.03,1.03,-0.03,0.0,1.0,-0.06,72,109
14:36:59.606,0.03,1.03,-0.03,0.03,1.0,-0.06,99,99
14:36:59.615,0.03,1.03,-0.03,0.03,1.0,-0.06,71,109
14:36:59.626,0.03,1.03,-0.03,0.03,1.0,-0.06,95,103
14:36:59.637,0.03,1.03,-0.03,0.0,1.0,-0.06,67,109
14:36:59.646,0.03,1.0,-0.03,0.03,1.0,-0.03,90,105
14:36:59.660,0.03,1.03,-0.03,0.0,1.0,-0.06,63,105
14:36:59.676,0.03,1.03,-0.03,0.03,1.0,-0.03,99,109
14:36:59.678,0.03,1.03,-0.03,0.0,1.0,-0.06,75,111
14:36:59.685,0.03,1.03,-0.03,0.03,1.0,-0.06,94,115
14:36:59.698,0.03,1.03,-0.03,0.03,1.0,-0.06,61,121
14:36:59.706,0.03,1.03,-0.03,0.03,1.0,-0.06,100,103
14:36:59.722,0.03,1.03,-0.03,0.03,1.0,-0.06,69,126
14:36:59.726,0.03,1.03,-0.03,0.03,1.0,-0.06,105,117
14:36:59.737,0.03,1.03,-0.03,0.0,1.0,-0.06,53,107
14:36:59.756,0.03,1.03,-0.03,0.03,1.0,-0.06,94,124
14:36:59.757,0.03,1.03,-0.03,0.03,1.0,-0.03,69,99
14:36:59.766,0.03,1.03,-0.03,0.0,1.0,-0.06,93,98
14:36:59.817,0.03,1.03,-0.03,0.0,1.0,-0.06,75,105
14:36:59.817,0.03,1.03,0.0,0.03,1.0,-0.03,105,104
14:36:59.817,0.03,1.03,-0.03,0.03,1.0,-0.06,67,109
14:36:59.817,0.03,1.03,-0.03,0.0,1.0,-0.06,101,107
14:36:59.818,0.03,1.03,-0.03,0.03,1.0,-0.06,74,111
14:36:59.826,0.03,1.03,-0.03,0.03,1.0,-0.06,94,103
14:36:59.840,0.03,1.03,-0.03,0.0,1.0,-0.06,69,109
14:36:59.845,0.03,1.03,-0.03,0.0,1.0,-0.06,92,95
14:36:59.856,0.03,1.03,-0.03,0.03,1.0,-0.06,63,117
14:36:59.866,0.03,1.03,-0.03,0.03,1.0,-0.06,95,107
14:36:59.876,0.03,1.03,-0.03,0.0,1.0,-0.06,68,112
14:36:59.885,0.03,1.03,-0.03,0.0,1.0,-0.06,99,101
14:36:59.896,0.03,1.03,-0.03,0.0,1.0,-0.06,69,119
14:36:59.905,0.03,1.03,0.0,0.03,1.0,-0.06,95,101
14:36:59.918,0.03,1.03,-0.03,0.0,1.0,-0.06,75,111
14:36:59.926,0.03,1.03,-0.03,0.03,1.0,-0.06,94,100
14:36:59.941,0.03,1.03,-0.03,0.03,1.0,-0.06,69,121
14:36:59.946,0.03,1.03,-0.03,0.0,1.0,-0.06,98,99
14:36:59.962,0.03,1.03,-0.03,0.03,1.0,-0.06,71,115
14:36:59.966,0.03,1.03,-0.03,0.0,1.0,-0.06,89,100
14:36:59.976,0.03,1.03,-0.03,0.0,1.0,-0.06,69,111
14:36:59.986,0.03,1.03,-0.03,0.03,1.0,-0.06,94,104
14:36:59.998,0.03,1.03,-0.03,0.03,1.0,-0.06,88,107
14:37:00.006,0.03,1.03,-0.03,0.03,1.0,-0.06,91,109
14:37:00.016,0.03,1.03,-0.03,0.0,1.0,-0.06,69,125
14:37:00.026,0.03,1.03,-0.03,0.03,1.0,-0.06,95,105
14:37:00.036,0.03,1.03,-0.03,0.0,1.0,-0.06,71,115
14:37:00.045,0.03,1.03,-0.03,0.0,1.0,-0.06,86,101
14:37:00.057,0.03,1.03,-0.03,0.0,1.0,-0.06,72,109
14:37:00.066,0.03,1.03,-0.03,0.03,1.0,-0.06,90,103
14:37:00.079,0.03,1.03,-0.03,0.0,1.0,-0.06,72,111
14:37:00.108,0.03,1.03,-0.03,0.0,1.0,-0.06,87,101
14:37:00.109,0.03,1.0,-0.03,0.0,1.0,-0.06,73,111
14:37:00.109,0.03,1.03,-0.03,0.03,1.0,-0.06,105,105
14:37:00.126,0.03,1.03,-0.03,0.0,1.0,-0.06,76,107
14:37:00.130,0.03,1.03,-0.03,0.03,1.0,-0.06,95,104
14:37:00.141,0.03,1.03,-0.03,0.0,1.0,-0.06,71,109
14:37:00.146,0.03,1.0,-0.03,0.0,1.0,-0.06,92,93
14:37:00.159,0.03,1.03,-0.03,0.0,1.0,-0.06,71,115
14:37:00.166,0.03,1.03,-0.03,0.03,1.0,-0.06,89,104
14:37:00.176,0.03,1.03,-0.03,0.03,1.0,-0.06,73,115
14:37:00.185,0.03,1.03,-0.03,0.03,1.0,-0.06,98,105
14:37:00.220,0.03,1.03,-0.03,0.0,1.0,-0.06,73,101
14:37:00.220,0.03,1.03,-0.03,0.0,1.0,-0.06,101,99
14:37:00.220,0.03,1.03,-0.03,0.03,1.0,-0.06,73,105
14:37:00.225,0.03,1.03,-0.03,0.03,1.0,-0.06,94,99
14:37:00.239,0.03,1.03,-0.03,0.0,1.0,-0.06,69,117
14:37:00.246,0.03,1.03,-0.03,0.03,1.0,-0.06,103,100
14:37:00.259,0.03,1.03,-0.03,0.03,1.0,-0.06,72,109
14:37:00.266,0.03,1.03,-0.03,0.03,1.0,-0.06,92,103
14:37:00.276,0.03,1.03,-0.03,0.03,1.0,-0.06,72,122
14:37:00.285,0.03,1.03,-0.03,0.0,1.0,-0.06,92,105
14:37:00.296,0.03,1.03,-0.03,0.03,1.0,-0.06,72,109
14:37:00.306,0.03,1.03,-0.03,0.0,1.0,-0.06,98,103
14:37:00.358,0.03,1.03,-0.03,0.0,1.0,-0.06,64,105
14:37:00.358,0.03,1.03,-0.03,0.03,1.0,-0.06,105,116
14:37:00.358,0.03,1.03,-0.03,0.0,1.0,-0.06,76,111
14:37:00.359,0.03,1.03,-0.03,0.03,1.0,-0.06,103,102
14:37:00.359,0.03,1.03,-0.03,0.0,1.0,-0.06,73,103
14:37:00.366,0.03,1.03,-0.03,0.03,1.0,-0.06,97,105
14:37:00.376,0.03,1.0,-0.03,0.03,1.0,-0.06,71,110
14:37:00.386,0.03,1.03,-0.03,0.0,1.0,-0.06,100,101
14:37:00.396,0.03,1.03,-0.03,0.03,1.0,-0.06,72,106
14:37:00.410,0.03,1.0,-0.03,0.03,1.0,-0.06,93,101
14:37:00.417,0.03,1.03,-0.03,0.03,1.0,-0.06,73,105
14:37:00.425,0.03,1.03,-0.03,0.03,1.0,-0.06,89,93
14:37:00.440,0.03,1.03,-0.03,0.03,1.0,-0.06,68,115
14:37:00.446,0.03,1.03,-0.03,0.03,1.0,-0.06,85,92
14:37:00.459,0.03,1.03,-0.03,0.0,1.0,-0.06,75,108
14:37:00.465,0.03,1.03,-0.03,0.0,1.0,-0.06,92,91
14:37:00.477,0.03,1.03,-0.03,0.0,1.0,-0.06,75,104
14:37:00.485,0.03,1.03,-0.03,0.03,1.0,-0.06,95,116
14:37:00.501,0.03,1.03,-0.03,0.03,1.0,-0.06,57,109
14:37:00.510,0.03,1.0,-0.03,0.03,1.0,-0.06,91,105
14:37:00.517,0.03,1.03,-0.03,0.03,1.0,-0.06,61,103
14:37:00.525,0.03,1.03,-0.03,0.03,1.0,-0.06,92,101
14:37:00.537,0.03,1.03,-0.03,0.0,1.0,-0.06,75,110
14:37:00.545,0.03,1.03,-0.03,0.0,1.0,-0.06,88,102
14:37:00.560,0.03,1.03,-0.03,0.0,1.0,-0.06,80,107
14:37:00.565,0.03,1.03,-0.03,0.03,1.0,-0.06,99,93
14:37:00.576,0.03,1.03,0.0,0.03,1.0,-0.06,72,111
14:37:00.585,0.03,1.03,-0.03,0.0,1.0,-0.06,78,115
14:37:00.599,0.03,1.03,-0.03,0.03,1.0,-0.06,71,111
14:37:00.605,0.03,1.03,-0.03,0.03,1.0,-0.06,94,101
14:37:00.638,0.03,1.03,-0.03,0.03,1.0,-0.06,71,116
14:37:00.638,0.03,1.03,-0.03,0.03,1.0,-0.06,99,107
14:37:00.638,0.03,1.03,-0.03,0.03,1.0,-0.06,69,111
14:37:00.645,0.03,1.03,-0.03,0.0,1.0,-0.06,92,103
14:37:00.657,0.03,1.03,-0.03,0.03,1.0,-0.06,71,111
14:37:00.666,0.03,1.03,-0.03,0.03,1.0,-0.06,101,108
14:37:00.681,0.03,1.03,-0.03,0.03,1.0,-0.06,75,101
14:37:00.686,0.03,1.03,-0.03,0.0,1.0,-0.06,92,103
14:37:00.700,0.03,1.03,-0.03,0.03,1.0,-0.06,72,117
14:37:00.705,0.03,1.03,-0.03,0.03,1.0,-0.06,101,111
14:37:00.722,0.03,1.03,-0.03,0.0,1.0,-0.06,78,111
14:37:00.726,0.03,1.0,-0.03,0.03,1.0,-0.06,94,105
14:37:00.740,0.03,1.03,-0.03,0.03,1.0,-0.06,69,109
14:37:00.746,0.03,1.03,-0.03,0.0,1.0,-0.06,91,99
14:37:00.756,0.03,1.03,-0.03,0.03,1.0,-0.06,77,109
14:37:00.766,0.03,1.03,-0.03,0.0,1.0,-0.06,90,103
14:37:00.779,0.03,1.03,-0.03,0.03,1.0,-0.06,71,109
14:37:00.785,0.03,1.03,-0.03,0.03,1.0,-0.06,91,102
14:37:00.802,0.03,1.03,-0.03,0.03,1.0,-0.06,75,104
14:37:00.806,0.0,1.03,-0.03,0.03,1.0,-0.06,101,103
14:37:00.818,0.03,1.03,-0.03,0.0,1.0,-0.06,73,109
14:37:00.825,0.03,1.03,-0.03,0.0,1.0,-0.06,93,104
14:37:00.840,0.03,1.03,-0.03,0.03,1.0,-0.06,61,109
14:37:00.846,0.03,1.03,-0.03,0.03,1.0,-0.06,101,105
14:37:00.862,0.03,1.03,-0.03,0.0,1.0,-0.06,73,119
14:37:00.866,0.03,1.0,-0.03,0.0,1.0,-0.09,92,104
14:37:00.877,0.03,1.03,-0.03,0.03,1.0,-0.03,61,107
14:37:00.885,0.03,1.03,-0.03,0.03,1.0,-0.06,101,103
14:37:00.896,0.03,1.03,0.0,0.0,1.0,-0.06,72,91
14:37:00.906,0.03,1.03,-0.03,0.03,1.0,-0.06,91,95
14:37:00.922,0.03,1.03,-0.03,0.0,1.0,-0.06,75,120
14:37:00.926,0.03,1.03,-0.03,0.0,1.0,-0.06,95,115
14:37:00.937,0.03,1.03,-0.03,0.0,1.0,-0.06,76,111
14:37:00.946,0.03,1.03,0.0,0.03,1.0,-0.06,98,93
14:37:00.957,0.03,1.03,-0.03,0.03,1.0,-0.06,73,98
14:37:00.967,0.03,1.03,-0.03,0.03,1.0,-0.03,95,92
14:37:01.005,0.03,1.03,-0.03,0.03,1.0,-0.06,72,115
14:37:01.005,0.03,1.03,-0.03,0.03,1.0,-0.06,93,93
14:37:01.006,0.03,1.03,-0.03,0.0,1.0,-0.06,71,114
14:37:01.009,0.03,1.03,-0.03,0.0,1.0,-0.06,97,117
14:37:01.021,0.03,1.03,-0.03,0.0,1.0,-0.06,70,119
14:37:01.026,0.03,1.03,-0.03,0.0,1.0,-0.06,89,93
14:37:01.040,0.03,1.03,-0.03,0.03,1.0,-0.06,79,107
14:37:01.046,0.03,1.03,0.0,0.03,1.0,-0.06,95,109
14:37:01.063,0.03,1.03,-0.03,0.0,1.0,-0.06,71,104
14:37:01.066,0.03,1.03,-0.03,0.03,1.0,-0.03,90,106
14:37:01.078,0.03,1.03,-0.03,0.0,1.0,-0.06,53,111
14:37:01.085,0.03,1.0,-0.03,0.03,1.0,-0.06,79,105
14:37:01.095,0.03,1.03,-0.03,0.0,1.0,-0.06,71,114
14:37:01.106,0.03,1.03,-0.03,0.03,1.0,-0.06,89,105
14:37:01.116,0.03,1.03,-0.03,0.03,1.0,-0.06,73,101
14:37:01.130,0.03,1.0,-0.03,0.0,1.0,-0.06,93,91
14:37:01.137,0.03,1.03,-0.03,0.0,1.0,-0.06,61,109
14:37:01.145,0.03,1.03,-0.03,0.0,1.0,-0.06,91,107
14:37:01.160,0.03,1.03,-0.03,0.03,1.0,-0.06,72,98
14:37:01.166,0.03,1.03,-0.03,0.0,1.0,-0.03,89,104
14:37:01.176,0.03,1.03,-0.03,0.0,1.0,-0.06,71,101
14:37:01.186,0.03,1.03,-0.03,0.03,1.0,-0.06,84,93
14:37:01.201,0.03,1.03,-0.03,0.0,1.0,-0.06,77,101
14:37:01.206,0.03,1.03,-0.03,0.0,1.0,-0.06,98,101
14:37:01.224,0.03,1.03,-0.03,0.0,1.0,-0.03,71,106
14:37:01.227,0.03,1.03,-0.03,0.03,1.0,-0.06,94,103
14:37:01.239,0.03,1.03,-0.03,0.03,1.0,-0.06,71,108
14:37:01.246,0.03,1.03,-0.03,0.0,1.0,-0.06,90,104
14:37:01.256,0.03,1.03,-0.03,0.03,1.0,-0.06,69,107
14:37:01.267,0.03,1.03,-0.03,0.03,1.0,-0.06,97,102
14:37:01.279,0.03,1.03,-0.03,0.03,1.0,-0.06,76,110
14:37:01.287,0.03,1.03,0.0,0.03,1.0,-0.06,99,103
14:37:01.300,0.03,1.03,-0.03,0.0,1.0,-0.06,75,107
14:37:01.305,0.03,1.03,-0.03,0.03,1.0,-0.06,87,104
14:37:01.316,0.03,1.03,-0.03,0.0,1.0,-0.06,64,109
14:37:01.337,0.03,1.03,-0.03,0.03,1.0,-0.06,91,105
14:37:01.358,0.03,1.03,-0.03,0.03,1.0,-0.06,71,109
14:37:01.358,0.03,1.03,-0.03,0.03,1.0,-0.06,89,99
14:37:01.359,0.03,1.03,-0.03,0.03,1.0,-0.06,77,98
14:37:01.366,0.03,1.03,-0.03,0.03,1.0,-0.06,92,103
14:37:01.378,0.03,1.03,-0.03,0.0,1.0,-0.06,76,109
14:37:01.386,0.03,1.0,-0.03,0.0,1.0,-0.06,86,106
14:37:01.408,0.03,1.03,-0.03,0.03,1.0,-0.06,72,109
14:37:01.417,0.03,1.03,-0.03,0.0,1.0,-0.06,119,91
14:37:01.417,0.03,1.03,-0.03,0.03,1.0,-0.06,70,121
14:37:01.426,0.03,1.03,-0.03,0.0,1.0,-0.06,99,103
14:37:01.436,0.03,1.03,-0.03,0.0,1.0,-0.06,71,117
14:37:01.446,0.03,1.03,-0.03,0.03,1.0,-0.06,91,92
14:37:01.462,0.03,1.03,-0.03,0.03,1.0,-0.06,79,117
14:37:01.492,0.03,1.03,-0.03,0.0,1.0,-0.06,101,103
14:37:01.493,0.03,1.03,-0.03,0.0,1.0,-0.06,74,113
14:37:01.493,0.03,1.03,0.0,0.03,1.0,-0.06,91,95
14:37:01.498,0.03,1.03,-0.03,0.03,1.0,-0.06,73,105
14:37:01.506,0.03,1.03,-0.03,0.03,1.0,-0.03,93,117
14:37:01.516,0.03,1.03,-0.03,0.03,1.0,-0.06,72,109
14:37:01.526,0.03,1.03,-0.03,0.0,1.0,-0.06,90,84
14:37:01.538,0.03,1.03,-0.03,0.03,1.0,-0.06,55,119
14:37:01.557,0.03,1.03,-0.03,0.0,1.0,-0.06,92,105
14:37:01.557,0.03,1.03,-0.03,0.0,1.0,-0.06,76,119
14:37:01.566,0.03,1.03,-0.03,0.03,1.0,-0.06,90,92
14:37:01.602,0.03,1.03,-0.03,0.03,1.0,-0.06,78,121
14:37:01.602,0.03,1.03,-0.03,0.0,1.0,-0.06,92,118
14:37:01.602,0.03,1.03,0.0,0.03,1.0,-0.06,85,108
14:37:01.606,0.03,1.03,-0.03,0.03,1.0,-0.06,92,109
14:37:01.616,0.03,1.03,0.0,0.0,1.0,-0.06,76,103
14:37:01.626,0.03,1.03,-0.03,0.03,1.0,-0.06,93,103
14:37:01.659,0.03,1.03,-0.03,0.0,1.0,-0.06,73,110
14:37:01.660,0.03,1.03,-0.03,0.0,1.0,-0.06,91,105
14:37:01.665,0.03,1.03,-0.03,0.03,1.0,-0.06,78,123
14:37:01.678,0.03,1.03,-0.03,0.03,1.0,-0.06,90,111
14:37:01.678,0.03,1.03,-0.03,0.03,1.0,-0.06,77,109
14:37:01.686,0.03,1.03,-0.03,0.0,1.0,-0.06,90,103
14:37:01.705,0.03,1.03,-0.03,0.03,1.0,-0.06,68,109
14:37:01.706,0.03,1.03,-0.03,0.03,1.0,-0.06,77,115
14:37:01.716,0.03,1.03,-0.03,0.03,1.0,-0.06,75,111
14:37:01.725,0.03,1.03,-0.03,0.03,1.0,-0.06,93,108
14:37:01.738,0.03,1.03,0.0,0.03,1.0,-0.06,76,107
14:37:01.745,0.03,1.03,-0.03,0.0,1.0,-0.06,91,109
14:37:01.781,0.03,1.03,-0.03,0.03,1.0,-0.06,71,109
14:37:01.781,0.03,1.03,-0.03,0.0,1.0,-0.06,92,116
14:37:01.782,0.03,1.03,-0.03,0.0,1.0,-0.06,64,111
14:37:01.786,0.03,1.03,-0.03,0.03,1.0,-0.03,92,103
14:37:01.798,0.03,1.03,-0.03,0.03,1.0,-0.06,73,103
14:37:01.806,0.03,1.03,-0.03,0.03,1.0,-0.06,91,111
14:37:01.816,0.03,1.03,-0.03,0.03,1.0,-0.06,73,107
14:37:01.826,0.03,1.03,-0.03,0.0,1.0,-0.06,91,101
14:37:01.839,0.03,1.03,-0.03,0.0,1.0,-0.06,73,103
14:37:01.846,0.03,1.03,-0.03,0.03,1.0,-0.06,106,111
14:37:01.857,0.03,1.0,-0.03,0.0,1.0,-0.06,73,107
14:37:01.866,0.03,1.0,-0.03,0.03,1.03,-0.06,89,95
14:37:01.903,0.03,1.03,-0.03,0.0,1.0,-0.06,71,111
14:37:01.903,0.03,1.03,-0.03,0.03,1.0,-0.06,101,107
14:37:01.903,0.03,1.03,-0.03,0.03,1.0,-0.06,76,112
14:37:01.906,0.03,1.03,-0.03,0.03,1.0,-0.06,97,95
14:37:01.917,0.03,1.03,-0.03,0.03,1.0,-0.06,72,106
14:37:01.926,0.03,1.03,0.0,0.0,1.0,-0.06,93,107
14:37:01.941,0.03,1.03,0.0,0.03,1.0,-0.06,83,116
14:37:01.946,0.03,1.03,0.0,0.03,1.0,-0.06,99,92
14:37:01.957,0.03,1.03,-0.03,0.03,1.0,-0.06,73,109
14:37:01.974,0.03,1.03,-0.03,0.0,1.0,-0.06,95,107
14:37:01.977,0.03,1.0,-0.03,0.0,1.0,-0.06,72,117
14:37:01.986,0.03,1.03,-0.03,0.03,1.0,-0.06,92,99
14:37:02.021,0.03,1.0,-0.03,0.03,1.0,-0.06,61,105
14:37:02.022,0.03,1.03,-0.03,0.0,1.0,-0.06,87,97
14:37:02.022,0.03,1.03,-0.03,0.0,1.0,-0.06,72,103
14:37:02.026,0.03,1.03,-0.03,0.0,1.0,-0.06,87,93
14:37:02.037,0.03,1.03,-0.03,0.0,1.0,-0.06,77,99
14:37:02.046,0.03,1.03,-0.03,0.0,1.0,-0.06,93,107
14:37:02.062,0.03,1.0,-0.03,0.0,1.0,-0.06,83,115
14:37:02.066,0.03,1.03,-0.03,0.0,1.0,-0.03,89,101
14:37:02.080,0.03,1.03,-0.03,0.03,1.0,-0.06,73,104
14:37:02.086,0.03,1.03,-0.03,0.03,1.0,-0.06,94,99
14:37:02.097,0.03,1.03,-0.03,0.03,1.0,-0.06,77,107
14:37:02.106,0.03,1.0,-0.03,0.0,1.0,-0.06,87,105
14:37:02.135,0.03,1.0,-0.03,0.03,1.0,-0.06,71,109
14:37:02.163,0.03,1.03,-0.03,0.03,1.0,-0.06,95,109
14:37:02.163,0.03,1.03,-0.03,0.03,1.0,-0.03,75,115
14:37:02.163,0.03,1.03,-0.03,0.03,1.0,-0.06,89,111
14:37:02.164,0.03,1.03,-0.03,0.0,1.0,-0.06,72,115
14:37:02.165,0.03,1.03,-0.03,0.03,1.0,-0.06,95,107
14:37:02.194,0.03,1.03,-0.03,0.0,1.0,-0.06,75,105
